trial_id,score,n_layers,units,dropout,weight_decay,lr,tuner/epochs,tuner/initial_epoch,tuner/bracket,tuner/round,tuner/trial_id
0072,0.12400000542402267,4,256,0.0,2.6952491781326377e-06,0.0004247686756839466,50,17,2,2,0067
0050,0.12437716126441956,5,64,0.0,3.0710488269344596e-05,0.002919952347499889,50,17,3,3,0049
0082,0.12509262561798096,2,64,0.0,1.0207083719295966e-06,0.0010195867676497958,50,17,1,1,0079
0067,0.1252516508102417,4,256,0.0,2.6952491781326377e-06,0.0004247686756839466,17,6,2,1,0061
0051,0.12730249762535095,4,64,0.0,0.0001529517897232226,0.0054020687227606555,50,17,3,3,0046
