iterations,early_stopping_rounds,loss_function,verbose,learning_rate,depth,subsample,colsample_bylevel,random_seed,train_time_s,pred_time_s,test_rmse,test_r2
1000,50,RMSE,False,0.1,7,0.5,0.5,123,10.611,1.189,5452.723,0.9471
